Zone;Roche's Hole;50,50;66,70;1;
Zone;Field of Laudable Wakey's;34,50;50,66;0;
Zone;Gritty Melmoths Field;24,50;34,64;0;
Zone;Cave of Meters;8,50;24,62;0;
Zone;Ocean of Protest;-28,50;8,76;0;
Zone;Nouronihar Ocean;-48,50;-28,76;0;
Zone;Bakufu Village;-58,50;-48,58;0;
Zone;Fat 'Just Fields;-72,50;-58,62;0;
Zone;Gling Sea;-92,50;-72,74;0;
Zone;Town of Dividing Raynal;-104,50;-92,60;0;
Zone;Cave of Jarring Anthropometrist;-118,50;-104,58;0;
Tile;;138,82;1;1;7;
Tile;;138,83;1;1;7;
Tile;;138,84;1;1;7;
Tile;;138,85;1;1;7;
Tile;;138,86;1;1;7;
Tile;;138,87;1;1;7;
Tile;;138,88;1;1;7;
Tile;;138,89;1;1;7;
Tile;;138,90;1;1;7;
Tile;;138,91;1;1;7;
Tile;;138,92;1;1;7;
Tile;;138,93;1;1;7;
Tile;;138,94;1;1;7;
Tile;;139,94;1;1;7;
Tile;;140,94;1;1;7;
Tile;;141,94;1;1;7;
Tile;;142,94;1;1;7;
Tile;;143,94;1;1;7;
Tile;;144,94;1;1;7;
Tile;;145,94;1;1;7;
Tile;;146,94;1;1;7;
Tile;;147,94;1;1;7;
Tile;;148,94;1;1;7;
Tile;;149,94;1;1;7;
Tile;;150,94;1;1;7;
Tile;;151,94;1;1;7;
Tile;;152,94;1;1;7;
Tile;;153,94;1;1;7;
Tile;;154,94;1;1;7;
Tile;;155,94;1;1;7;
Tile;;156,94;1;1;7;
Tile;;157,94;1;1;7;
Tile;;158,94;1;1;7;
Tile;;159,94;1;1;7;
Tile;;160,94;1;1;7;
Tile;;161,94;1;1;7;
Tile;;162,94;1;1;7;
Tile;;163,94;1;1;7;
Tile;;164,94;1;1;7;
Tile;;164,66;1;1;7;
Tile;;164,67;1;1;7;
Tile;;164,68;1;1;7;
Tile;;164,69;1;1;7;
Tile;;164,70;1;1;7;
Tile;;164,71;1;1;7;
Tile;;164,72;1;1;7;
Tile;;164,73;1;1;7;
Tile;;164,74;1;1;7;
Tile;;164,75;1;1;7;
Tile;;164,76;1;1;7;
Tile;;164,77;1;1;7;
Tile;;164,78;1;1;7;
Tile;;164,79;1;1;7;
Tile;;164,80;1;1;7;
Tile;;164,81;1;1;7;
Tile;;164,82;1;1;7;
Tile;;164,83;1;1;7;
Tile;;164,84;1;1;7;
Tile;;164,85;1;1;7;
Tile;;164,86;1;1;7;
Tile;;164,87;1;1;7;
Tile;;164,88;1;1;7;
Tile;;164,89;1;1;7;
Tile;;164,90;1;1;7;
Tile;;164,91;1;1;7;
Tile;;164,92;1;1;7;
Tile;;164,93;1;1;7;
Tile;;139,66;1;1;7;
Tile;;140,66;1;1;7;
Tile;;141,66;1;1;7;
Tile;;142,66;1;1;7;
Tile;;143,66;1;1;7;
Tile;;144,66;1;1;7;
Tile;;145,66;1;1;7;
Tile;;146,66;1;1;7;
Tile;;147,66;1;1;7;
Tile;;148,66;1;1;7;
Tile;;149,66;1;1;7;
Tile;;150,66;1;1;7;
Tile;;151,66;1;1;7;
Tile;;152,66;1;1;7;
Tile;;153,66;1;1;7;
Tile;;154,66;1;1;7;
Tile;;155,66;1;1;7;
Tile;;156,66;1;1;7;
Tile;;157,66;1;1;7;
Tile;;158,66;1;1;7;
Tile;;159,66;1;1;7;
Tile;;160,66;1;1;7;
Tile;;161,66;1;1;7;
Tile;;162,66;1;1;7;
Tile;;163,66;1;1;7;
Tile;grass;139,67;0;6;6;
NPC;Eblis;140,75;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Letdown;161,87;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Helena;154,89;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Applauding;149,70;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Quo;160,83;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'An;158,75;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Unearthed;153,87;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Newer;158,82;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Pistoned;146,89;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Shunted;140,78;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Milkdrinkers;163,69;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Arethis;141,79;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Solstheim;159,73;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gibbered;153,68;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Befall;143,91;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Lordaeron;143,70;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sweetest;141,90;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Windhelm;155,90;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'E;152,82;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Llane's;143,71;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;112,66;1;1;7;
Tile;;112,67;1;1;7;
Tile;;112,68;1;1;7;
Tile;;112,69;1;1;7;
Tile;;112,70;1;1;7;
Tile;;112,71;1;1;7;
Tile;;112,72;1;1;7;
Tile;;112,73;1;1;7;
Tile;;112,74;1;1;7;
Tile;;112,75;1;1;7;
Tile;;112,76;1;1;7;
Tile;;112,77;1;1;7;
Tile;;112,78;1;1;7;
Tile;;112,79;1;1;7;
Tile;;112,80;1;1;7;
Tile;;112,81;1;1;7;
Tile;;112,82;1;1;7;
Tile;;112,83;1;1;7;
Tile;;112,84;1;1;7;
Tile;;112,85;1;1;7;
Tile;;112,86;1;1;7;
Tile;;112,87;1;1;7;
Tile;;112,88;1;1;7;
Tile;;112,89;1;1;7;
Tile;;112,90;1;1;7;
Tile;;113,90;1;1;7;
Tile;;114,90;1;1;7;
Tile;;116,90;1;1;7;
Tile;;117,90;1;1;7;
Tile;;118,90;1;1;7;
Tile;;119,90;1;1;7;
Tile;;120,90;1;1;7;
Tile;;121,90;1;1;7;
Tile;;122,90;1;1;7;
Tile;;123,90;1;1;7;
Tile;;124,90;1;1;7;
Tile;;125,90;1;1;7;
Tile;;126,90;1;1;7;
Tile;;127,90;1;1;7;
Tile;;128,90;1;1;7;
Tile;;129,90;1;1;7;
Tile;;130,90;1;1;7;
Tile;;131,90;1;1;7;
Tile;;132,90;1;1;7;
Tile;;133,90;1;1;7;
Tile;;134,90;1;1;7;
Tile;;135,90;1;1;7;
Tile;;136,90;1;1;7;
Tile;;137,90;1;1;7;
Tile;;113,66;1;1;7;
Tile;;114,66;1;1;7;
Tile;;115,66;1;1;7;
Tile;;116,66;1;1;7;
Tile;;117,66;1;1;7;
Tile;;118,66;1;1;7;
Tile;;119,66;1;1;7;
Tile;;120,66;1;1;7;
Tile;;121,66;1;1;7;
Tile;;122,66;1;1;7;
Tile;;123,66;1;1;7;
Tile;;124,66;1;1;7;
Tile;;125,66;1;1;7;
Tile;;126,66;1;1;7;
Tile;;127,66;1;1;7;
Tile;;128,66;1;1;7;
Tile;;129,66;1;1;7;
Tile;;130,66;1;1;7;
Tile;;131,66;1;1;7;
Tile;;132,66;1;1;7;
Tile;;133,66;1;1;7;
Tile;;134,66;1;1;7;
Tile;;135,66;1;1;7;
Tile;;136,66;1;1;7;
Tile;;137,66;1;1;7;
Tile;grass;113,67;0;6;6;
NPC;Nightapples;122,74;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Roused;120,84;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Fleering;135,68;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mallory;126,81;1;2;1;battle;randomAI;displayDialogue(0);
NPC;January;117,84;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Jerusalem;133,85;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Calmed;117,81;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Rger's;128,78;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Scavenger's;115,77;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Takeoff;126,77;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Artesian;118,79;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Kippered;124,85;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Embarked;121,88;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Whitfield's;125,81;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Sophia;122,70;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Orig;136,73;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'You've;137,82;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Remarkable;119,82;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Nw;117,76;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Fronted;121,79;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Performed;124,81;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Universe;129,89;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Poltarnees;116,77;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Moonglades;133,86;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Godsdammit;128,68;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Oathbreaking;130,74;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;112,91;1;1;7;
Tile;;112,92;1;1;7;
Tile;;112,93;1;1;7;
Tile;;112,94;1;1;7;
Tile;;112,95;1;1;7;
Tile;;112,96;1;1;7;
Tile;;113,96;1;1;7;
Tile;;114,96;1;1;7;
Tile;;115,96;1;1;7;
Tile;;116,96;1;1;7;
Tile;;117,96;1;1;7;
Tile;;118,96;1;1;7;
Tile;;119,96;1;1;7;
Tile;;120,96;1;1;7;
Tile;;120,91;1;1;7;
Tile;;120,92;1;1;7;
Tile;;120,93;1;1;7;
Tile;;120,94;1;1;7;
Tile;grass;113,91;0;6;6;
Tile;;120,97;1;1;7;
Tile;;120,98;1;1;7;
Tile;;120,99;1;1;7;
Tile;;120,100;1;1;7;
Tile;;120,101;1;1;7;
Tile;;120,102;1;1;7;
Tile;;120,103;1;1;7;
Tile;;120,104;1;1;7;
Tile;;121,104;1;1;7;
Tile;;122,104;1;1;7;
Tile;;123,104;1;1;7;
Tile;;124,104;1;1;7;
Tile;;125,104;1;1;7;
Tile;;126,104;1;1;7;
Tile;;127,104;1;1;7;
Tile;;128,104;1;1;7;
Tile;;129,104;1;1;7;
Tile;;131,104;1;1;7;
Tile;;132,104;1;1;7;
Tile;;132,91;1;1;7;
Tile;;132,92;1;1;7;
Tile;;132,93;1;1;7;
Tile;;132,94;1;1;7;
Tile;;132,95;1;1;7;
Tile;;132,96;1;1;7;
Tile;;132,97;1;1;7;
Tile;;132,98;1;1;7;
Tile;;132,99;1;1;7;
Tile;;132,100;1;1;7;
Tile;;132,101;1;1;7;
Tile;;132,102;1;1;7;
Tile;;132,103;1;1;7;
Tile;;123,96;1;1;7;
Tile;;123,98;1;1;7;
Tile;;123,100;1;1;7;
Tile;;124,92;1;1;7;
Tile;;124,93;1;1;7;
Tile;;124,94;1;1;7;
Tile;;124,95;1;1;7;
Tile;;124,96;1;1;7;
Tile;;124,98;1;1;7;
Tile;;124,100;1;1;7;
Tile;;124,101;1;1;7;
Tile;;124,102;1;1;7;
Tile;;125,92;1;1;7;
Tile;;125,98;1;1;7;
Tile;;125,102;1;1;7;
Tile;;126,92;1;1;7;
Tile;;126,94;1;1;7;
Tile;;126,95;1;1;7;
Tile;;126,96;1;1;7;
Tile;;126,97;1;1;7;
Tile;;126,98;1;1;7;
Tile;;126,99;1;1;7;
Tile;;126,100;1;1;7;
Tile;;126,102;1;1;7;
Tile;;127,92;1;1;7;
Tile;;127,94;1;1;7;
Tile;;127,100;1;1;7;
Tile;;127,102;1;1;7;
Tile;;128,92;1;1;7;
Tile;;128,94;1;1;7;
Tile;;128,96;1;1;7;
Tile;;128,98;1;1;7;
Tile;;128,100;1;1;7;
Tile;;128,102;1;1;7;
Tile;;128,103;1;1;7;
Tile;;129,92;1;1;7;
Tile;;129,94;1;1;7;
Tile;;129,96;1;1;7;
Tile;;129,98;1;1;7;
Tile;;129,100;1;1;7;
Tile;;121,98;1;1;7;
Tile;;130,92;1;1;7;
Tile;;130,94;1;1;7;
Tile;;130,95;1;1;7;
Tile;;130,96;1;1;7;
Tile;;130,98;1;1;7;
Tile;;122,92;1;1;7;
Tile;;130,100;1;1;7;
Tile;;122,93;1;1;7;
Tile;;130,101;1;1;7;
Tile;;122,94;1;1;7;
Tile;;130,102;1;1;7;
Tile;;122,95;1;1;7;
Tile;;122,96;1;1;7;
Tile;;122,98;1;1;7;
Tile;;122,100;1;1;7;
Tile;;122,101;1;1;7;
Tile;;122,102;1;1;7;
Tile;;131,98;1;1;7;
Tile;grass;121,91;0;6;6;
NPC;'And;131,93;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Risked;130,99;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Averted;131,97;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Skeever;129,97;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;120,105;1;1;7;
Tile;;120,106;1;1;7;
Tile;;120,107;1;1;7;
Tile;;120,108;1;1;7;
Tile;;120,109;1;1;7;
Tile;;120,110;1;1;7;
Tile;;120,111;1;1;7;
Tile;;120,112;1;1;7;
Tile;;134,104;1;1;7;
Tile;;134,105;1;1;7;
Tile;;134,106;1;1;7;
Tile;;134,107;1;1;7;
Tile;;134,108;1;1;7;
Tile;;134,109;1;1;7;
Tile;;134,110;1;1;7;
Tile;;134,111;1;1;7;
Tile;;134,112;1;1;7;
Tile;;134,113;1;1;7;
Tile;;133,104;1;1;7;
Tile;;123,106;1;1;7;
Tile;;123,110;1;1;7;
Tile;;132,106;1;1;7;
Tile;;132,108;1;1;7;
Tile;;132,110;1;1;7;
Tile;;132,112;1;1;7;
Tile;;124,105;1;1;7;
Tile;;124,106;1;1;7;
Tile;;124,108;1;1;7;
Tile;;124,109;1;1;7;
Tile;;124,110;1;1;7;
Tile;;124,111;1;1;7;
Tile;;124,112;1;1;7;
Tile;;133,108;1;1;7;
Tile;;125,108;1;1;7;
Tile;;126,106;1;1;7;
Tile;;126,108;1;1;7;
Tile;;126,110;1;1;7;
Tile;;126,111;1;1;7;
Tile;;126,112;1;1;7;
Tile;;126,113;1;1;7;
Tile;;127,106;1;1;7;
Tile;;127,108;1;1;7;
Tile;;127,110;1;1;7;
Tile;;128,106;1;1;7;
Tile;;128,108;1;1;7;
Tile;;128,110;1;1;7;
Tile;;128,111;1;1;7;
Tile;;128,112;1;1;7;
Tile;;129,106;1;1;7;
Tile;;129,108;1;1;7;
Tile;;129,112;1;1;7;
Tile;;121,112;1;1;7;
Tile;;130,106;1;1;7;
Tile;;130,107;1;1;7;
Tile;;130,108;1;1;7;
Tile;;130,109;1;1;7;
Tile;;130,110;1;1;7;
Tile;;130,112;1;1;7;
Tile;;122,106;1;1;7;
Tile;;122,107;1;1;7;
Tile;;122,108;1;1;7;
Tile;;122,109;1;1;7;
Tile;;122,110;1;1;7;
Tile;;122,112;1;1;7;
Tile;;131,106;1;1;7;
Tile;;131,110;1;1;7;
Tile;;131,112;1;1;7;
Tile;grass;121,105;0;6;6;
NPC;Coaling;124,107;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Huldbrand;133,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Underway;129,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Chirurgeonly;130,111;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;94,125;1;1;7;
Tile;;94,126;1;1;7;
Tile;;94,127;1;1;7;
Tile;;94,128;1;1;7;
Tile;;95,128;1;1;7;
Tile;;96,128;1;1;7;
Tile;;97,128;1;1;7;
Tile;;98,128;1;1;7;
Tile;;99,128;1;1;7;
Tile;;100,128;1;1;7;
Tile;;101,128;1;1;7;
Tile;;102,128;1;1;7;
Tile;;103,128;1;1;7;
Tile;;104,128;1;1;7;
Tile;;105,128;1;1;7;
Tile;;106,128;1;1;7;
Tile;;107,128;1;1;7;
Tile;;108,128;1;1;7;
Tile;;109,128;1;1;7;
Tile;;110,128;1;1;7;
Tile;;111,128;1;1;7;
Tile;;112,128;1;1;7;
Tile;;113,128;1;1;7;
Tile;;114,128;1;1;7;
Tile;;115,128;1;1;7;
Tile;;116,128;1;1;7;
Tile;;117,128;1;1;7;
Tile;;118,128;1;1;7;
Tile;;119,128;1;1;7;
Tile;;95,104;1;1;7;
Tile;;96,104;1;1;7;
Tile;;98,104;1;1;7;
Tile;;99,104;1;1;7;
Tile;;100,104;1;1;7;
Tile;;101,104;1;1;7;
Tile;;102,104;1;1;7;
Tile;;103,104;1;1;7;
Tile;;104,104;1;1;7;
Tile;;105,104;1;1;7;
Tile;;106,104;1;1;7;
Tile;;107,104;1;1;7;
Tile;;108,104;1;1;7;
Tile;;109,104;1;1;7;
Tile;;110,104;1;1;7;
Tile;;111,104;1;1;7;
Tile;;112,104;1;1;7;
Tile;;113,104;1;1;7;
Tile;;114,104;1;1;7;
Tile;;115,104;1;1;7;
Tile;;116,104;1;1;7;
Tile;;117,104;1;1;7;
Tile;;118,104;1;1;7;
Tile;;119,104;1;1;7;
Tile;grass;95,105;0;6;6;
NPC;Operated;115,108;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Brigsome's;110,123;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gained;113,116;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Dollymop;103,123;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Fleabag;118,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Tamla;108,126;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Haelga;110,113;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Uglier;97,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Aldgate;100,107;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Feran;100,110;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Aicantar;115,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Clicked;116,126;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Shrilled;119,126;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Reckoned;113,126;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;94,82;1;1;7;
Tile;;94,83;1;1;7;
Tile;;94,84;1;1;7;
Tile;;94,85;1;1;7;
Tile;;94,86;1;1;7;
Tile;;94,87;1;1;7;
Tile;;94,88;1;1;7;
Tile;;94,89;1;1;7;
Tile;;94,91;1;1;7;
Tile;;94,92;1;1;7;
Tile;;94,93;1;1;7;
Tile;;94,94;1;1;7;
Tile;;94,95;1;1;7;
Tile;;94,96;1;1;7;
Tile;;94,97;1;1;7;
Tile;;94,98;1;1;7;
Tile;;94,99;1;1;7;
Tile;;94,100;1;1;7;
Tile;;94,101;1;1;7;
Tile;;94,102;1;1;7;
Tile;;94,103;1;1;7;
Tile;;112,97;1;1;7;
Tile;;112,98;1;1;7;
Tile;;112,99;1;1;7;
Tile;;112,100;1;1;7;
Tile;;112,101;1;1;7;
Tile;;112,102;1;1;7;
Tile;;112,103;1;1;7;
Tile;;95,82;1;1;7;
Tile;;96,82;1;1;7;
Tile;;97,82;1;1;7;
Tile;;98,82;1;1;7;
Tile;;99,82;1;1;7;
Tile;;100,82;1;1;7;
Tile;;101,82;1;1;7;
Tile;;102,82;1;1;7;
Tile;;103,82;1;1;7;
Tile;;104,82;1;1;7;
Tile;;105,82;1;1;7;
Tile;;106,82;1;1;7;
Tile;;107,82;1;1;7;
Tile;;108,82;1;1;7;
Tile;;109,82;1;1;7;
Tile;;110,82;1;1;7;
Tile;;111,82;1;1;7;
Tile;grass;95,83;0;6;6;
NPC;Barrens;99,89;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Solstheim;101,95;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Venetian;100,88;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Aggh;106,87;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Lefanu;99,86;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mousehole;103,102;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Talbot;103,86;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Dead'un;102,94;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Rudwick's;105,93;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Shabner's;104,93;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ottawa;98,99;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ugh;102,101;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Disorganisation;102,103;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Warband;96,99;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Beaufort;106,98;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Drax;97,98;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;66,82;1;1;7;
Tile;;66,83;1;1;7;
Tile;;66,97;1;1;7;
Tile;;66,98;1;1;7;
Tile;;67,98;1;1;7;
Tile;;68,98;1;1;7;
Tile;;69,98;1;1;7;
Tile;;70,98;1;1;7;
Tile;;71,98;1;1;7;
Tile;;72,98;1;1;7;
Tile;;73,98;1;1;7;
Tile;;74,98;1;1;7;
Tile;;75,98;1;1;7;
Tile;;76,98;1;1;7;
Tile;;77,98;1;1;7;
Tile;;78,98;1;1;7;
Tile;;79,98;1;1;7;
Tile;;80,98;1;1;7;
Tile;;81,98;1;1;7;
Tile;;82,98;1;1;7;
Tile;;83,98;1;1;7;
Tile;;84,98;1;1;7;
Tile;;85,98;1;1;7;
Tile;;86,98;1;1;7;
Tile;;87,98;1;1;7;
Tile;;88,98;1;1;7;
Tile;;89,98;1;1;7;
Tile;;90,98;1;1;7;
Tile;;91,98;1;1;7;
Tile;;92,98;1;1;7;
Tile;;93,98;1;1;7;
Tile;;67,82;1;1;7;
Tile;;68,82;1;1;7;
Tile;;69,82;1;1;7;
Tile;;70,82;1;1;7;
Tile;;71,82;1;1;7;
Tile;;72,82;1;1;7;
Tile;;74,82;1;1;7;
Tile;;75,82;1;1;7;
Tile;;76,82;1;1;7;
Tile;;77,82;1;1;7;
Tile;;78,82;1;1;7;
Tile;;79,82;1;1;7;
Tile;;80,82;1;1;7;
Tile;;81,82;1;1;7;
Tile;;82,82;1;1;7;
Tile;;83,82;1;1;7;
Tile;;84,82;1;1;7;
Tile;;85,82;1;1;7;
Tile;;86,82;1;1;7;
Tile;;87,82;1;1;7;
Tile;;88,82;1;1;7;
Tile;;89,82;1;1;7;
Tile;;90,82;1;1;7;
Tile;;91,82;1;1;7;
Tile;;92,82;1;1;7;
Tile;;93,82;1;1;7;
Tile;grass;67,83;0;6;6;
NPC;Bolstered;80,97;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Grecian;75,95;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Prowling;93,90;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Hmph;90,88;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Themelves;72,84;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Silvered;85,90;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Regretted;71,91;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Jaina;85,97;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Derbied;73,87;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Melmoth's;88,96;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Frederic;79,92;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Chateaux;80,88;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Gained;92,85;1;2;1;battle;randomAI;displayDialogue(0);
Zone;The Dish;86,60;100,78;0;
Zone;Sea of Visibility;86,40;106,60;0;
Zone;Worthier Cave;76,40;86,52;0;
Zone;Franco River;68,40;76,46;0;
Zone;Rivers of Traveller;58,40;68,46;0;
Tile;;58,40;1;1;7;
Tile;;58,41;1;1;7;
Tile;;58,42;1;1;7;
Tile;;58,43;1;1;7;
Tile;;58,44;1;1;7;
Tile;;58,45;1;1;7;
Tile;;58,46;1;1;7;
Tile;;59,46;1;1;7;
Tile;;60,46;1;1;7;
Tile;;61,46;1;1;7;
Tile;;62,46;1;1;7;
Tile;;63,46;1;1;7;
Tile;;64,46;1;1;7;
Tile;;65,46;1;1;7;
Tile;;66,46;1;1;7;
Tile;;67,46;1;1;7;
Tile;;68,46;1;1;7;
Tile;;68,40;1;1;7;
Tile;;68,41;1;1;7;
Tile;;68,42;1;1;7;
Tile;;68,43;1;1;7;
Tile;;68,45;1;1;7;
Tile;;59,40;1;1;7;
Tile;;60,40;1;1;7;
Tile;;61,40;1;1;7;
Tile;;62,40;1;1;7;
Tile;;63,40;1;1;7;
Tile;;64,40;1;1;7;
Tile;;65,40;1;1;7;
Tile;;66,40;1;1;7;
Tile;;67,40;1;1;7;
Tile;grass;59,41;0;6;6;
NPC;Ainsworth;66,43;1;2;1;battle;randomAI;displayDialogue(0);
Zone;City of Preserved Ribbons;68,20;86,40;0;
Zone;Collectibles Field;86,20;94,30;0;
Zone;Thudding Coserow Cavern;94,20;106,34;0;
Zone;Redoran Park;106,20;124,38;0;
Tile;;106,20;1;1;7;
Tile;;106,21;1;1;7;
Tile;;106,22;1;1;7;
Tile;;106,23;1;1;7;
Tile;;106,24;1;1;7;
Tile;;106,26;1;1;7;
Tile;;106,27;1;1;7;
Tile;;106,28;1;1;7;
Tile;;106,29;1;1;7;
Tile;;106,30;1;1;7;
Tile;;106,31;1;1;7;
Tile;;106,32;1;1;7;
Tile;;106,33;1;1;7;
Tile;;106,34;1;1;7;
Tile;;106,35;1;1;7;
Tile;;106,36;1;1;7;
Tile;;106,37;1;1;7;
Tile;;106,38;1;1;7;
Tile;;107,38;1;1;7;
Tile;;108,38;1;1;7;
Tile;;109,38;1;1;7;
Tile;;110,38;1;1;7;
Tile;;111,38;1;1;7;
Tile;;112,38;1;1;7;
Tile;;113,38;1;1;7;
Tile;;114,38;1;1;7;
Tile;;115,38;1;1;7;
Tile;;116,38;1;1;7;
Tile;;117,38;1;1;7;
Tile;;118,38;1;1;7;
Tile;;119,38;1;1;7;
Tile;;120,38;1;1;7;
Tile;;121,38;1;1;7;
Tile;;122,38;1;1;7;
Tile;;123,38;1;1;7;
Tile;;124,38;1;1;7;
Tile;;124,20;1;1;7;
Tile;;124,21;1;1;7;
Tile;;124,22;1;1;7;
Tile;;124,23;1;1;7;
Tile;;124,24;1;1;7;
Tile;;124,25;1;1;7;
Tile;;124,26;1;1;7;
Tile;;124,27;1;1;7;
Tile;;124,28;1;1;7;
Tile;;124,29;1;1;7;
Tile;;124,30;1;1;7;
Tile;;124,31;1;1;7;
Tile;;124,32;1;1;7;
Tile;;124,33;1;1;7;
Tile;;124,34;1;1;7;
Tile;;124,35;1;1;7;
Tile;;124,36;1;1;7;
Tile;;124,37;1;1;7;
Tile;;107,20;1;1;7;
Tile;;108,20;1;1;7;
Tile;;109,20;1;1;7;
Tile;;110,20;1;1;7;
Tile;;111,20;1;1;7;
Tile;;112,20;1;1;7;
Tile;;113,20;1;1;7;
Tile;;114,20;1;1;7;
Tile;;115,20;1;1;7;
Tile;;116,20;1;1;7;
Tile;;117,20;1;1;7;
Tile;;118,20;1;1;7;
Tile;;119,20;1;1;7;
Tile;;120,20;1;1;7;
Tile;;121,20;1;1;7;
Tile;;122,20;1;1;7;
Tile;;123,20;1;1;7;
Tile;grass;107,21;0;6;6;
NPC;Capering;111,24;1;2;1;battle;randomAI;displayDialogue(0);
